first_5_words,inhoud,Review,sentiment
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Stevige wandelschoen. Geeft goede ondersteuning,aan de enkels. Prijs kwaliteit is zeker zeer goed.Ik heb brede voeten en deze passen perfect. Maat 39 is effectief maat 39. En je kan er steunzolen inleggen want de zool is uitneembaar.,,1
Geschreven bij LOWA Wandelschoenen De,"schoenen lopen wel goed, maar zijn absoluut niet waterdicht of regenspatdicht hoe je het ook wilt noemen. Met een marathon van 9 uur lang regen gehad dus heb ze goed kunnen beoordelen!",,-1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 46 Heerlijke lopers!,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Aangenaam dragen en vaste voet om te wandellen,,1
Geschreven bij Travelin' Nyborg -,"Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder.",,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Top schoen. Zit lekker en kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..,,1
Geschreven bij Travelin' Ervik Softshell,"Heren - Lichtgewicht wandelschoenen - Maat 46 Best een maat groter kopen dan je hebt , ik had dit gedaan en ze passen perfect , ze zijn ook waterdicht en zonder ze steeds te moeten behandelen heel goeie wandelschoenen.",,1
Geschreven bij Travelin' Ervik Softshell,Heren - Lichtgewicht wandelschoenen - Maat 46 zeer tevreden mee,,1
Geschreven bij Travelin' Ervik Softshell,Heren - Lichtgewicht wandelschoenen - Maat 40 Mooie comfortabele schoen voor de Europese markt. Nu drie dagen op gelopen zonder inloop problemen. Maat 40 is ook maat 40.,,1
Wel degelijk een lichtgewicht wandelschoen.,In het commentaar stond een maatje meer vragen omdat dit kleine maten waren. Voor mij was dit niet nodig!,,1
Geschreven bij Travelin' Ervik Softshell,Heren - Lichtgewicht wandelschoenen - Maat 45 Er was een probleem en dat hebben ze uitstekend opgelost.,,1
Geschreven bij Keen Terradora II,"Dames Wandelschoenen Steel Grey/Ocean Wave | Grijs | Mesh | Maat 38 Mooie wandelschoen, maat valt normaal. Voor mij was hij te smal, ik merkte dat mijn voeten gingen slapen toen ik ze eventjes (binnen) aan had. Dus helaas toch terug moeten sturen. Ik heb overigens geen brede voet, dus het is wel echt een smalle schoen.",,1
Geschreven bij Skechers Arch Fit,Dawson Millard Heren Sneakers - Grijs - Maat 43 Deze schoenen zijn zeer geschikt voor mij aangezien ik zeer moeilijk loop . Ik heb er behoorlijke steun aan,,1
Geschreven bij Skechers Arch Fit,Dawson Millard Heren Sneakers - Grijs - Maat 45 Goede aankoop. Echt aanrader.,,1
Geschreven bij Columbia REDMOND III,MID - Wandelschoenen Dames Waterdicht - Maat 41 Deze wandelschoen zit heerlijk! Ik adviseer om een maatje kleiner te nemen. Zeer geschikt voor mensen met brede en gevoelige voeten. Binnenmateriaal is zacht waardoor je je voeten niet snel open loopt.,,1
Geschreven bij Timberland sprint trekker,mid black nubuck-maat 44 Echt stijlvol en zeer comfortabel tijdens het lopen !!!,,1
Geschreven bij Regatta Holcombe IEP,"Waterdichte Middelhoge Wandelschienen - Kinderen - Limoen Mooie schoenen, stevig en soepel. Gekocht om te wandelen, maar ook zeer geschikt voor de sneeuw en bossen.",,1
Geschreven bij Jack Wolfskin Vojo,"3 Texaplore Mid Wandelschoenen Heren - Bruin - Maat 45 Comfortabel, waterdicht, Goede wandelschoenen zeker voor bij koud weer.",,1
Geschreven bij Jack Wolfskin Vojo,3 Texaplore Mid Wandelschoenen Heren - Bruin - Maat 44 Zeer comfortabele en degelijke wandelschoen. Goeie kwaliteit!,,1
Geschreven bij Merrell Sportschoenen -,Maat 39 - Vrouwen - blauw/grijs/zwart goede wandelschoenen,,1
Geschreven bij Merrell J06060 -,"Volwassenen Half-hoge schoenenWandelschoenen - Kleur: Grijs - Maat: 42 Hele fijne stevige wandelschoenen, je loopt heel stabiel op alle soorten ondergrond.",,1
Geschreven bij Merrell Sportschoenen -,Maat 38 - Vrouwen - blauw/grijs/zwart Fijne wandelschoenen voor lange afstanden. Ondanks advies dat ze klein uitvallen en je een halve maat groter moet bestellen heb ik deze in mijn eigen schoenmaat besteld (maat 38). Zitten perfect en ruim en tenen kunnen ruim bewegen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Meindl Ohio 2,"Gore-tex 3889-49 - Kleur Blauw - Maat 43 Gekocht voor mijn man omdat hij graag wandelt. Hij had dit merk al in een laag model. Deze vind hij veel fijner omdat ze hoog zijn. Hij zegt er geen zweet voeten in te krijgen, vind ze heerlijk zitten en draagt nu ook altijd. Kortom meer dan een aanrader! Alleen ze zijn echt niet blauw, maar gewoon zwart! Ook erg mooi. Besteld via een partner van bol.",,1
Geschreven bij Jack Wolfskin Mtn,"Attack 3 Lt Texapore Mid Wandelschoenen Kids - Desert Brown / Black - Maat 34 Mooie schoen, zit lekker maar super glad met vochtig weer. Al meerdere keren bijna onderuit gegaan.",,-1
Geschreven bij Jack Wolfskin Mtn,"Attack 3 Lt Texapore Mid Wandelschoenen Kids - Desert Brown / Black - Maat 38 Hele stevige schoenen, dochter (5) vind ze fijn lopen, ideaal voor in het bos bijvoorbeeld. Dat ze waterdicht zijn is ook fijn",,-1
Geschreven bij Jack Wolfskin Mtn,"Attack 3 Lt Texapore Mid Wandelschoenen Kids - Donker blauw - Maat 33 Heerlijk goede stevige schoenen voor onze zoon. Kwaliteit voelt zeer goed. Stevige veters die ook goed zijn om ze zelf te laten oefenen. Zit stevig om de enkels heen. 1 maat groter gekocht maar dat was eigenlijk niet nodig, 1 duim speling.",,-1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 39 Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje",,1
Geschreven bij Travelin' Aborg -,"Dames Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 40 Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden. Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over. Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit. Ik ben blij met deze aankoop.",,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Stevige en fijn zittende schoen,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede pasvorm hiel mag iets smaller,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoen is perfect maar valt klein.Maat 39 net een half maatje te klein.,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 46 Heerlijke lopers!,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Aangenaam dragen en vaste voet om te wandellen,,1
Geschreven bij Travelin' Nyborg -,"Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder.",,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Top schoen. Zit lekker en kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..,,1
Geschreven bij Wolky Comfortschoenen Roll,Slipper denim nubuck Bestelling snel afgehandeld.Snelle bezorging. Toppie!,,1
Geschreven bij Wolky Comfortschoenen Roll,"Slipper denim nubuck Ontvangen, gepast en niet meer uitgedaan!Heerlijke pasvorm, weldaad voor je voeten.Na járen pumps waren de sneakers al favoriet. Deze slipper past in dit gemak rijtje!",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Travelin' Faaborg Dames,"wandelschoenen - Waterdicht en ademend - Grijs leer - Maat 39 Een hele fijne wandelschoen. Echter na 3 weken! liet het stiksel aan beide schoenen los. Ik was niet de gelukkige die een nieuw paar kreeg. Ik kon ze laten repareren bij de schoenmaker, waar ik maximaal Euro 20,- voor vergoed kreeg. (Dit was genoeg). Bij de schoenmaker gelijk een nieuw paar wandelschoenen gekocht. Deze worden na reparatie voor het lopen in de modder gebruikt. Jammer, een schoen van de ANWB is beter voor hetzelfde geld.",,1
Geschreven bij Travelin' Faaborg Dames,wandelschoenen - Waterdicht en ademend - Grijs leer - Maat 39 Helaas ging het stiksel al snel los maar toen ik om een vergoeding van de reparatiekosten vroeg kreeg ik direct het aanbod van een nieuw paar. Binnen 4 dagen had ik ze in huis. Wat een service!,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Keen Targhee III,"Heren Wandelsandalen Bison/Mulch | Bruin | Leer | Maat 42 | K1022427 ik heb al een tijdje een paar Keen ArroyoII en ben daar heel tevreden mee.(zie mijn review aldaar). Ik dacht een 2de paar te kopen om binnenshuis te dragen maar ze waren uitverkocht. Dan maar de TargheeIII besteld omdat de omschrijving +/- hetzelfde is. Ze zijn goedkoper, dus dat moet ergens aan liggen.Kwaliteit, pasvorm, afwerking is hetzelfde als de ArroyoII maar ik ondervind dat de zool iets soepeler is. Dit is goed voor mij omdat ik ze toch binnenshuis ga gebruiken, voor outdoor geef ik toch de voorkeur aan mijn Arroyo's.Spijtig dat bij deze TargheeIII de binnenzool niet verwijderbaar is, vandaar mijn 4 sterren.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Heren Wandelschoenen - Waterdicht en ademend - Bruin leer - Maat 42 Mooie schoenen en sterk.Ik heb deze achoenen gekocht om de voeten droog te houden. Helaas worden je voeten gauw zeiknat. Ook laten de zeikanten binnen een paar maand los.Erg jammer!,,-1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Goede wandelschoen met steun en,pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42 Stevige en fijn zittende schoen,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42 Goede pasvorm hiel mag iets smaller,,1
Geschreven bij Travelin' Nyborg -,Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 39 Schoen is perfect maar valt klein.Maat 39 net een half maatje te klein.,,1
Geschreven bij Meindl Journey Pro,"Gore-tex Dames Wandelschoenen 5289-49 - Kleur Blauw - Maat 39 Ik heb er 1 wandeling van 25 km mee gedaan. Kreeg last van pijn op de wreef. Heb mijn podoloog geraadpleegd. Die adviseerde mij de schoen anders te veteren. Iets meer aangespannen op de voorvoet. Het elastiek-lusje is nu afgebroken. De ronde veters zijn een drama, laten telkens los. En dat voor zulke dure schoenen, ben er niet blij mee. En dat is zacht uitgedrukt.",,-1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 46 Heerlijke lopers!,,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Aangenaam dragen en vaste voet om te wandellen,,1
Geschreven bij Travelin' Nyborg -,"Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 43 Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder.",,1
Geschreven bij Travelin' Nyborg -,Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43 Top schoen. Zit lekker en kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..,,1
Geschreven bij Travelin' Nyborg -,Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 45 Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.,,1
Geschreven bij Merrell Sportschoenen -,"Maat 41 - Vrouwen - blauw/grijs/zwart Zoals ik verwacht van Merel wandelschoenen zitten ze direct lekker, en geen pijnlijke voeten!Er is genoeg steun voor oneffen terrein, alleen maken ze een beetje lawaai als je wandelt.",,1
Geschreven bij Travelin' Assens Heren,"wandelschoenen - Watericht en Ademend - VIBRAM zool - Bruin leer - Maat 44 hehe, eindelijk iemand die een wandelaarsvoet begrijpt..niet alleen dat,, ben zelf heel vaak buiten, meestal op onverharde wegen en paden.en echt,, ik heb veel schoenen versleten, waarvan steeds dure merken. achteraf was dat het net niet.affijn...Deze schoenen zitten werkelijk perfect, ook bij het lopen heb je geweldige steun om je enkel en voet.zelfs bij het stappen krijg je niet zo'n klap op je rug...goede stevige veters waar je gemakkelijk een wandelaars knoop in legt.prachtig afgewerkt, fijne stiksels, echt wol en leer..ik zeg: proberen...",,1
Geschreven bij Travelin' Assens Heren,"wandelschoenen - Watericht en Ademend - VIBRAM zool - Bruin leer - Maat 43 Snél geleverd, prima verpakt en zagen er goed uit. Bij eerst wandeling klein gebrek opgemerkt. Binnen 2 dagen opgelost: nieuw paar (en wat gebruikstips)! Geen gezeur of gedoe. Dit is niet anders dan tóp (en eigenlijk zoals het hoort).",,1
Geschreven bij Travelin' Assens Heren,wandelschoenen - Watericht en Ademend - VIBRAM zool - Grijs leer - Maat 46 Stevig en waterdicht,,1
Geschreven bij Lowa -Dames -,"blauw donker - wandelschoenen - maat 40 prima schoen , goede pasvorm - had ook niet anders verwacht van dit merk !",,1
Geschreven bij Keen Arroyo II,Heren Wandelschoenen Gargoyle/Tawny Olive | Groen | Leer | Maat 43 | K1002426 Gemakkelijke wandelsandaal. Mijn man wil geen andere meer.,,1
Geschreven bij Keen Arroyo II,"Heren Wandelschoenen Slate Black/Bronze Green | Bruin | Leer | Maat 42 Deze hybride sandaal-stapschoen doet wat ervan geschreven wordt. Hij ziet er stoer en zwaar uit maar is licht en toch stevig aan de voet. De zool heeft voldoende grip om er een stevige wandeling mee te maken en de voeten worden toch goed verlucht. Ze zijn aangenaam om dragen met of zonder kousen. De tip is stevig zodat je je tenen niet kan kwetsen. Door het wat speciaal veter-systeem zijn ze snel aan en uit te doen. Wat voor mij echt de doorslag gaf om deze aan te schaffen, is het feit dat de zolen kunnen verwijderd worden en er je eigen (speciale) zolen gemakkelijk kan insteken. Ik las 2 reviews die zegden om een maatje kleiner te nemen dan je andere schoenen, wel voor mij geldt dit niet. Ik heb een 42 voor al mijn schoenen en ook voor deze ArroyoII en ze passen perfect. Ik vraag me een beetje af of het speciale vetersysteem lang voldoende gaat aansluiten, maar als dit ooit een probleem geeft, vervang ik ze eenvoudig door gewone veters. Ik gebruik ze wel niet voor lange dagtochten omdat ik daarvoor liever mijn hoge bottinen heb waar mijn enkels stevig gesteund worden.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Goede wandelschoen met steun en,pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Meindl Lite Trail,"Lady GTX wandelschoen - Jeans/azur - Schoenen - Wandelschoenen - Lage schoenen Lopen zo fijn , je stapt zo eind weg",,1
Geschreven bij Grisport Tampa Mid,"Wandelschoenen Unisex - Blue - Maat 38 Er staat bij valt normaal, dat is absoluut niet zo! Valt zeker een maat kleiner uit.",,1
Geschreven bij Grisport Tampa Mid,Wandelschoenen Unisex - Black - Maat 44 Nu nog op redelijk vlak terrein gewandeld. In de bergen nog niet gelopen. Verwacht dat ze net zo goed voldoen als op het platte vlak. Zit prima en makkelijk snel sluiten van het bovenste deel van de veters. Voor allebei (man en vrouw) tegen scherpe prijs gekocht. We vinden ze de fijnste wandel (berg)schoenen tot nu toe.,,1
Geschreven bij Grisport Tampa Mid,Wandelschoenen Unisex - Blue - Maat 40 De omschrijving komt niet overeen met de realiteit. De zool is niet wat de fabrikant belooft.,,1
Schoenen lopen heerlijk. Ook in,het bos en in bergachtig gebied.In een woord Top,,1
Geschreven bij Travelin' Svendborg -,Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 40 Lopen heerlijk met een fijne zool en leest,,1
Geschreven bij Travelin' Svendborg -,Lage Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 39 Heerlijke soepele wndelschoenen die ook warm zitten,,1
Geschreven bij Travelin' Svendborg -,Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 36 Comfortabel,,1
Geschreven bij Meindl - Caracas,"Lady GTX - 3878-49 - Dames - Wandelschoenen - Blauw - Maat UK 8 Mooie, stevige, waterdichte wandelschoenen! Ik moe(s)t wel even wennen aan de stugheid van het materiaal. De schoenen moeten wel even ingelopen worden, dus in het begin niet te lange afstanden gaan lopen. Het inlopen lukte bij mij zonder blaren, maar de schoen moet wel even naar je voet gaan staan.",,1
Geschreven bij Meindl Caracas Lady,GTX Marine Wandelschoenen Dames Mooi van kleurZacht stevige wandelschoenMoeilijke voeten daarvoor zijn top,,1
Geschreven bij Meindl Ohio 2,"Gore-tex 3889-49 - Kleur Blauw - Maat 43 Gekocht voor mijn man omdat hij graag wandelt. Hij had dit merk al in een laag model. Deze vind hij veel fijner omdat ze hoog zijn. Hij zegt er geen zweet voeten in te krijgen, vind ze heerlijk zitten en draagt nu ook altijd. Kortom meer dan een aanrader! Alleen ze zijn echt niet blauw, maar gewoon zwart! Ook erg mooi. Besteld via een partner van bol.",,1
Geschreven bij Hanwag Gritstone ll,GTX heren wandelschoen - Blauw - Maat 47 Uitstekende schoenen,,1
Geschreven bij Hanwag Gritstone ll,"GTX heren wandelschoen - Blauw - Maat 42,5 mooie schoen ,goede pasvorm",,1
Gweldige wandelschoenen. Zeer aangenaam voor,de voeten omdat ze wat ruimte in de breedte bieden. Niet zwaar.,,1
Geschreven bij Meindl Eppan Gore-tex,"Dames Wandelschoenen 5541-49 - Kleur Blauw - Maat 41.5 Deze schoenen zijn niet waterdicht. Als ik een half uur door het natte gras gelopen heb, dan zijn mijn sokken nat. Zijn geretourneerd naar Meindl en getest. Volgens Meindl zijn ze wel waterdicht, dus zo retour gekregen. Een dure miskoop, want het probleem is niet opgelost. Had ze speciaal gekocht omdat ik veel door de weilanden loop. Verkoper kan er verder ook niks mee, dus ik heb een paar lekke wandelschoenen waar ik weinig aan heb. Voor mij geen schoenen van Meindl meer. Loop nu op regenlaarzen van 20 euro als t gras nat is. Lopen beroerd, maar zijn wel waterdicht.",,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 41 Zit goed aan de voet,,1
Geschreven bij Travelin' Aborg -,Lage Heren Wandelschoenen - Waterdicht en ademend - Donkergrijs - Maat 42 Goede wandelschoen met steun en pasvorm. De binnen zool kan uitgenomen worden zodat je steunzolen kunt plaatsen.,,1
Geschreven bij Grisport Scout Mid,Wandelschoenen Unisex - Black - Maat 41 Lopen fijn,,1
Geschreven bij Grisport Scout Mid,"Wandelschoenen Unisex - Black - Maat 38 Goede kwaliteit, dat is wat ik er goed aan vind.",,1
Geschreven bij Grisport Scout Mid,Wandelschoenen Unisex - Black - Maat 43 Goede prijs-kwaliteitsverhouding. Valt iets aan de ruime kant. Ook geschikt voor iets bredere voet.,,1
Geschreven bij Grisport Scout Mid,"Wandelschoenen Unisex - Black - Maat 43 Wat ik vooral goed vind: voldoet aan verwachting, goede kwaliteit.",,1
Geschreven bij Grisport Scout Mid,Wandelschoenen Unisex - Black - Maat 43 stevige schoen goed voor te wandelen en niet duur,,1
Geschreven bij Grisport Scout Mid,"Wandelschoenen Unisex - Black - Maat 40 Maat perfeect, sluiten goed aan, zitten gemakkelijk.",,1
Maat 42 komt niet in,"de buurt van een maat 42, voor een maat 41 zit die al niet ruim",,-1
Geschreven bij Regatta Holcombe Wandelschoenen,Unisex - Grijs - Maat 36 Ik loop te soppen in de schoenen Deze zijn echt niet waterproof valt me heel erg tegen,,-1
Geschreven bij Regatta Holcombe Wandelschoenen,"Unisex - Blauw - Maat 39 Hoi, mijn dochter had deze schoenen gekregen omdat ze in de zomer op kamp ging. Na nog geen 4 maanden dragen vallen ze echt uit elkaar. De zolen zitten helemaal los bij allebei de schoenen.",,-1
Geschreven bij Regatta Holcombe Wandelschoenen,"Unisex - Grijs - Maat 31 Fijne, degelijke en waterdichte wandelschoenen die vanaf de eerste minuut lekker zitten, volgens mijn dochter.Vallen wel wat klein uit. Ik heb 2 maten groter genomen en die zitten goed (ze kan er nog iets in groeien).",,-1
Geschreven bij Regatta Holcombe Wandelschoenen,"Unisex - grijs; zwart; blauw; oranje - Maat 39 Ik heb voor mijn zoon gekocht, hij was blij mee, hij vindt super leuk cadeau",,-1
Geschreven bij Meindl Nebraska Heren,"Wandelschoenen 3447-01 - Kleur Zwart - Maat 46 Lekkere schoenen om te wandelen, maar na een half jaar is de hiel al kapot. Terwijl ik er maar om de dag op loop om ze goed te laten luchten. Volgens de verkoper en BOL is dit normale slijtage en doen ze niets. Ik moet maar naar een schoenmaker. Volgens mij mag ik meer verwachten van zulke dure schoenen.",,-1
Geschreven bij Meindl Nebraska Heren,"Wandelschoenen 3447-01 - Kleur Zwart - Maat 42 Gewoon super goede schoenen, ik ben postbode dus loop nogal veel, deze schoenen zaten als gegoten.",,-1
Geschreven bij Hi-Tec V-Lite SpHike,"Nijmegen Low Wandelschoenen - Dames - rood;wit;blauw Ik heb er 1,5 jaar met zoveel plezier op gelopen nu gaan stiknaalden los laten zag dat ze voor spotprijs in de uitverkoop waren en heb 2 paar besteld want ik loop er zo goed op",,1
Geschreven bij Hi-Tec V-Lite SpHike,"Nijmegen Low Wandelschoenen - Dames - Groen/Oranje hele mooie vormgeving, maar erg stug en veters die steeds los gaan. Ook zit er een stevig profiel onder maar met nat weer zijn de schoenen toch nog glad",,1
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Dames - rood Kies vooral je eigen maat. Valt groter uit. Ik heb er een extra zooltje in gedaan. Daarna lopen ze echt heel fijn en is het meer sterren waard. Vond het een heel gedoe om juiste maat te vinden.,,1
Geschreven bij Hi-Tec V-Lite SpHike,"Nijmegen Low Wandelschoenen - Dames - Groen/Oranje Schoenen lopen erg lekker, een maat groter genomen, informatie van Bol.com klopt niet helemaal, er staat geen 100e 4daagse aan de zijkant maar het 4 daagse kruisje (ook prima), het beloofde paar wandelsokken zit er NIET bij ! dus graag de beschrijving aanpassen !De schoenen lopen lekker, makkelijk aan te trekken, heftig kleurtje ook eens leuk, ik heb normale voeten maar ook bij een lange wandeling wel vrij ruim in de breedte, maar dat heb ik opgelost met andere sokken, (van mezelf) de eerste 50 km lekker gelopen, op naar de volgende wandeling.",,1
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Dames - Groen/Oranje De schoenen zijn goed maar het bedrijf geeft aan dat je wandelsokken erbij krijgt Maar dat is niet zo vind ik erg slecht Beetje een minpunt ook van bol,,1
Geschreven bij Hi-Tec V-Lite SpHike,Nijmegen Low Wandelschoenen - Dames - Raspberry Voor mij zitten ze als gegoten,,1
Geschreven bij Keen Circadia Mid,Dames Wandelschoenen Steel Grey/Cloud Blue | Grijs | Leer | Maat 38 | K1026763 Schoenen zitten niet comfortabel. Doet pijn aan de enkels.,,-1
Geschreven bij Merrell Accentor Sport,GTX Wandelschoenen Dames - Black/Aquifer- Maat 37 Goede prijs kwaliteit. Zitten gemakkelijk,,1
