ORDER_DETAIL_CODE,ORDER_DATE,ORDER_METHOD_CODE,PRODUCT_NUMBER,UNIT_SALE_PRICE
52812,2022-02-22,5,104,699.98
52862,2022-02-22,5,109,40
52794,2022-12-19,5,102,799.98
52837,2022-12-19,5,107,1119.98
52795,2022-12-14,7,102,799.98
52592,2022-12-14,7,72,72.5
52603,2022-12-14,7,74,16
52626,2022-12-14,7,77,74.44
52796,2022-10-21,2,102,653.32
52825,2022-10-21,2,105,989.51
52842,2022-10-21,2,107,906.17
52850,2022-10-21,2,,717.77
52860,2022-10-21,2,109,53.2
52873,2022-10-21,2,111,145.63
52885,2022-10-21,2,,7.94
52888,2022-10-21,2,113,9.89
52797,2022-10-02,2,102,799.98
52580,2022-10-02,2,71,90
52586,2022-10-02,2,72,145
52598,2022-10-02,2,73,8.56
52607,2022-10-02,2,74,12.6
52798,2022-04-08,7,102,799.98
52828,2022-04-08,7,105,1223
52907,2022-04-08,7,30,10
52800,2022-10-19,5,102,6
52808,2022-10-19,5,103,500
52869,2022-10-19,5,110,120
52889,2022-10-19,5,113,12
52801,2022-11-25,2,102,8
52852,2022-11-25,2,108,849.98
52884,2022-11-25,2,112,6
52802,2022-02-20,8,102,725.42
52844,2022-02-20,8,107,1119.98
52804,2022-11-15,,103,500
52166,2022-11-15,,22,15
52272,2022-11-15,,34,
52331,2022-11-15,,41,32
52806,2022-03-24,,103,500
52859,2022-03-24,,50,63
52868,2022-03-24,,110,120
52894,2022-03-24,,114,200
51988,2022-03-24,,6,5.15
52018,2022-03-24,,4,7
52031,2022-03-24,,5,50
52132,2022-03-24,,18,121.12
52241,2022-03-24,,31,15
52531,2022-03-24,,64,40
52537,2022-03-24,,65,78
52807,2022-01-07,8,103,422.22
52826,2022-01-07,8,105,989.51
52845,2022-01-07,8,107,906.17
52863,2022-01-07,8,109,53.2
52882,2022-01-07,8,112,7.94
52893,2022-01-07,8,113,9.89
52809,2022-10-13,7,103,500
52895,2022-10-13,7,114,200
52009,2022-10-13,7,3,21.98
52116,2022-10-13,7,16,2
52242,2022-10-13,7,31,15
52529,2022-10-13,7,64,40
52811,2022-04-16,5,104,699.98
52831,2022-04-16,5,106,773.95
52875,2022-04-16,5,111,180
52814,2022-09-29,7,104,699.98
52841,2022-09-29,7,107,1119.98
52870,2022-09-29,7,110,120
52877,2022-09-29,7,111,180
52881,2022-09-29,7,112,9
52815,2022-02-19,7,104,699.98
52066,2022-02-19,7,10,17
52380,2022-02-19,7,47,65
52579,2022-02-19,7,71,90
52617,2022-02-19,7,75,
52817,2022-01-31,5,104,699.98
52819,2022-01-31,5,,1223
52820,2022-09-12,7,105,795.97
52835,2022-09-12,7,106,964.98
52839,2022-09-12,7,107,1119.98
52876,2022-09-12,7,111,180
52909,2022-09-12,7,115,10
52822,2022-05-30,4,105,1223
52840,2022-05-30,4,107,1119.98
52855,2022-05-30,4,108,849.98
52867,2022-05-30,4,110,120
52827,2022-05-28,7,14,555.9
52878,2022-05-28,7,111,
52905,2022-05-28,7,115,10
52829,2022-07-25,7,106,814.88
52883,2022-07-25,7,,7.94
52224,2022-07-25,7,29,59.9
52231,2022-07-25,7,30,11.13
52293,2022-07-25,7,37,39.95
52534,2022-07-25,7,64,33
52832,2022-11-23,4,106,964.98
52152,2022-11-23,4,20,109.98
52163,2022-11-23,4,15,22
52215,2022-11-23,4,28,30
52294,2022-11-23,4,37,46
52306,2022-11-23,4,39,65
52833,,1,106,856.05
51991,,1,1,6
52023,,1,5,50
52087,,1,12,599.33
52214,,1,28,30
52322,,1,40,25
52662,,1,81,80
52834,2022-04-18,2,106,699.03
52849,2022-04-18,2,108,6
52898,2022-04-18,2,114,200
52006,2022-04-18,2,3,21.98
52052,2022-04-18,2,8,162
52092,2022-04-18,2,13,446.97
142,2022-04-18,2,18,106.36
52234,2022-04-18,2,30,13.5
52836,2022-08-12,7,106,932.64
52906,2022-08-12,7,115,10
51993,2022-08-12,7,1,5.4
52002,2022-08-12,7,2,11.98
52010,2022-08-12,7,3,21.98
52067,2022-08-12,7,10,17
52190,2022-08-12,7,25,94
52228,2022-08-12,7,29,70
52292,2022-08-12,7,37,
52527,2022-08-12,7,63,45
52638,2022-08-12,7,78,99
52838,2022-06-28,2,107,
52853,2022-06-28,2,108,6
52872,2022-06-28,2,,145.63
52846,2022-10-03,7,107,1119.98
52856,2022-10-03,7,108,849.98
52847,2022-06-07,2,107,1119.98
52871,2022-06-07,2,111,180
52897,2022-06-07,2,,200
52908,2022-06-07,2,115,10
52848,2022-11-27,5,108,849.98
52866,2022-11-27,5,110,120
52910,2022-11-27,5,115,10
52055,2022-11-27,5,8,124.94
52244,2022-11-27,5,31,15
52857,2022-01-04,2,109,63
52886,2022-01-04,2,112,9
52027,2022-01-04,2,5,50
52149,2022-01-04,2,20,109.98
52261,2022-01-04,2,33,20.4
52268,2022-01-04,2,34,44.99
52285,2022-01-04,2,36,27.12
52637,2022-01-04,2,78,90.18
52858,2022-03-17,7,109,63
52070,2022-03-17,7,10,17
52173,2022-03-17,7,23,
52217,2022-03-17,7,28,30
52240,2022-03-17,7,31,15
52315,2022-03-17,7,,24.55
52325,2022-03-17,7,41,
52865,2022-02-21,4,110,99
51996,2022-02-21,4,2,11.02
52044,2022-02-21,4,7,57.83
52100,2022-02-21,4,14,553.34
52171,2022-02-21,4,23,86.55
52183,2022-02-21,4,24,122
52230,2022-02-21,4,29,59.9
52880,2022-10-20,5,112,9
52903,2022-10-20,5,115,10
52013,2022-10-20,5,4,7
52047,2022-10-20,5,7,64
52135,2022-10-20,5,18,126.79
52239,2022-10-20,5,30,13.5
52243,2022-10-20,5,31,9.89
52643,2022-10-20,5,78,86.48
52891,2022-01-14,7,113,12
52145,2022-01-14,7,20,109.98
52220,2022-01-14,7,28,30
52258,2022-01-14,7,32,25
52892,2022-07-23,7,113,12
52019,2022-07-23,7,4,7
52076,2022-07-23,7,10,17
52106,2022-07-23,7,14,523.2
52151,2022-07-23,7,20,109.98
52156,2022-07-23,7,21,29.17
52167,2022-07-23,7,,15
52187,2022-07-23,7,25,205.91
52278,2022-07-23,7,35,24
52536,2022-07-23,7,65,78
52896,2022-12-12,2,114,200
52902,2022-12-12,2,115,10
52003,2022-12-12,2,2,11.98
52022,2022-12-12,2,4,7
586.78,2022-12-12,2,12,52083
52165,2022-12-12,2,22,15
52237,2022-12-12,2,30,13.5
52277,2022-12-12,2,35,24
29.98,2022-12-12,2,36,29.98
52310,2022-12-12,2,39,65
52911,2020-06-07,1,1,6.59
52975,2020-06-07,1,8,
52987,2020-06-07,1,10,19.29
53025,2020-06-07,1,16,2.06
53063,2020-06-07,1,22,17.65
53090,2020-06-07,1,26,370.86
53157,2020-06-07,1,33,29.44
53285,2020-06-07,1,75,119.69
53296,2020-06-07,1,77,92.29
53436,2020-06-07,1,98,5.69
52913,2020-04-25,7,1,66
52931,2020-04-25,7,3,23.8
52938,2020-04-25,7,4,7.32
53022,2020-04-25,7,15,642.63
53031,2020-04-25,7,17,90.09
53286,2020-04-25,7,76,40.52
53294,2020-04-25,7,77,92.29
52914,2020-06-18,3,1,6.59
52935,2020-06-18,3,3,23.8
52959,2020-06-18,3,6,129.72
53009,2020-06-18,3,13,486.32
53138,2020-06-18,3,31,
53194,2020-06-18,3,39,67.73
53199,2020-06-18,3,,27.81
53263,2020-06-18,3,72,148.3
53271,2020-06-18,3,73,12.78
53342,2020-06-18,3,85,359.6
53443,2020-06-18,3,99,4.82
52915,2020-01-15,3,1,6.59
52922,2020-01-15,3,2,12.53
52960,2020-01-15,3,6,129.72
53059,2020-01-15,3,21,40.65
53141,2020-01-15,3,32,27.37
53259,2020-01-15,3,71,95.62
53380,2020-01-15,3,90,6.48
53396,2020-01-15,3,92,4.92
53440,2020-01-15,3,98,5.69
53442,2020-01-15,3,99,4.82
52916,2020-07-10,1,1,6.59
53030,2020-07-10,1,17,90.09
53260,2020-07-10,1,71,95.62
53276,2020-07-10,1,74,16.64
53312,2020-07-10,1,80,182.67
53338,2020-07-10,1,85,359.6
52917,2020-09-06,,1,6.59
53087,2020-09-06,,25,246.57
53186,2020-09-06,,38,31.55
52918,2020-10-10,1,1,6.59
53051,2020-10-10,1,20,127.27
53072,2020-10-10,1,23,10
53497,2020-10-10,1,106,1161.46
53527,2020-10-10,1,109,76.86
52919,2020-06-13,1,1,6.59
53187,2020-06-13,1,38,31.55
52920,2020-04-17,4,1,6.59
52981,2020-04-17,4,9,13.22
53154,2020-04-17,4,33,29.44
53230,2020-04-17,4,,81.55
53267,2020-04-17,4,72,148.3
53283,2020-04-17,4,75,119.69
53293,2020-04-17,4,77,46.13
53302,2020-04-17,4,78,105.29
53399,2020-04-17,4,,2.63
52921,2020-02-09,2,106,6.59
52966,2020-02-09,2,7,66.77
52971,2020-02-09,2,8,151.77
53010,2020-02-09,2,14,659.28
53046,2020-02-09,2,19,216.27
53176,2020-02-09,2,36,34.9
53197,2020-02-09,2,39,67.73
53255,2020-02-09,2,70,122.7
53272,2020-02-09,2,73,12.78
53333,2020-02-09,2,,116.73
53441,2020-02-09,2,98,5.69
52923,2020-12-04,7,2,
52967,2020-12-04,7,28,66.77
53062,2020-12-04,7,22,17.65
53105,2020-12-04,7,27,397.92
53139,2020-12-04,7,31,16.29
53330,2020-12-04,7,83,96.44
53434,2020-12-04,7,97,33.68
52924,2020-04-05,2,2,12.53
52976,2020-04-05,2,8,151.77
53084,2020-04-05,2,25,285.89
53116,2020-04-05,2,29,73.5
53125,2020-04-05,2,30,14.77
53142,2020-04-05,2,32,27.37
53166,2020-04-05,2,35,26.54
53209,2020-04-05,2,41,35.09
53273,2020-04-05,2,73,12.78
53311,2020-04-05,2,80,182.67
53316,2020-04-05,2,81,85.56
53336,2020-04-05,2,84,116.73
53390,2020-04-05,2,91,
53417,2020-04-05,2,95,5.55
53430,2020-04-05,2,97,33.68
53502,2020-04-05,2,106,1161.46
53523,2020-04-05,2,109,76.86
52925,2020-06-07,2,2,12.53
52939,2020-06-07,2,4,7.32
53008,2020-06-07,2,13,549.5
53026,2020-06-07,2,17,64.36
53096,2020-06-07,2,26,370.86
53236,2020-06-07,2,67,294.38
53292,2020-06-07,2,77,92.29
53314,2020-06-07,2,80,
53398,2020-06-07,2,92,4.92
52926,2020-12-05,5,2,12.53
52979,2020-12-05,5,9,13.22
52997,2020-12-05,5,11,370.13
53023,2020-12-05,5,16,2.06
53045,2020-12-05,5,19,265.14
53151,2020-12-05,5,33,29.44
53454,2020-12-05,5,100,5.53
52927,,5,,12.53
52986,,5,10,19.29
53155,,5,33,29.44
53235,,5,67,294.38
53265,,5,72,148.3
52928,2020-04-20,2,2,12.53
53038,2020-04-20,2,18,115.56
53048,2020-04-20,2,20,127.27
53069,2020-04-20,2,23,104.48
53161,2020-04-20,2,34,51.24
53210,2020-04-20,2,41,35.09
53304,2020-04-20,2,79,134.11
52929,2020-12-04,2,2,12.53
52985,2020-12-04,2,9,13.22
53003,2020-12-04,2,12,650.89
53204,2020-12-04,2,40,27.81
53261,2020-12-04,2,71,95.62
53382,2020-12-04,2,90,6.78
52932,2020-11-13,2,,23.8
52946,2020-11-13,2,4,7.32
53086,2020-11-13,2,,285.89
53195,2020-11-13,2,39,67.73
52933,2020-05-28,2,3,23.8
53024,2020-05-28,2,16,2.06
53167,2020-05-28,2,35,26.54
53427,2020-05-28,2,96,22.54
53561,2020-05-28,2,114,219.3
52934,2020-09-29,1,3,22.17
53095,2020-09-29,1,26,339.97
53168,2020-09-29,1,35,24.82
53175,2020-09-29,1,36,31.44
53208,2020-09-29,1,41,
53280,2020-09-29,1,74,15.46
53289,2020-09-29,1,76,36.36
53308,2020-09-29,1,79,125.43
52936,2020-06-02,4,3,22.17
52957,2020-06-02,4,6,120.3
52980,2020-06-02,4,9,12.4
53170,2020-06-02,4,35,24.82
53212,2020-06-02,4,41,33.06
53242,2020-06-02,4,68,58.27
53297,2020-06-02,4,77,80.75
53352,2020-06-02,4,86,4.65
170,2020-06-02,4,87,4.57
53364,2020-06-02,4,88,5.44
53437,2020-06-02,4,98,4.98
53503,2020-06-02,4,106,1032.42
52937,2020-10-11,2,3,23.8
52948,2020-10-11,2,38,54.93
53011,2020-10-11,2,14,650.21
53149,2020-10-11,2,32,27.37
53278,2020-10-11,2,74,16.64
53291,2020-10-11,2,76,40.52
53552,2020-10-11,2,113,12.81
52940,2020-07-14,4,4,7.32
52954,2020-07-14,4,5,54.93
53432,2020-07-14,4,97,33.68
53452,2020-07-14,4,100,5.53
52941,2020-02-07,2,4,7.32
52964,2020-02-07,2,7,66.77
52973,2020-02-07,2,8,151.77
53144,2020-02-07,2,32,27.37
53152,2020-02-07,2,33,25.64
53184,2020-02-07,2,37,52.15
53389,2020-02-07,2,91,4.88
53448,2020-02-07,2,100,5.53
52943,2020-06-02,7,4,7.32
53050,2020-06-02,7,20,127.27
53270,2020-06-02,7,73,12.78
53290,2020-06-02,7,76,40.52
332,2020-06-02,7,91,3.11
53393,2020-06-02,7,92,4.92
53409,2020-06-02,7,94,3.88
52944,2020-07-16,7,4,7.32
52962,2020-07-16,7,7,48.38
52983,2020-07-16,7,9,13.22
53015,2020-07-16,7,14,597.35
53153,2020-07-16,7,33,29.44
53207,2020-07-16,7,27,35.09
52945,2020-09-19,3,4,7.32
53082,2020-09-19,3,24,76.86
53094,2020-09-19,3,26,370.86
53133,2020-09-19,3,31,16.29
53388,2020-09-19,3,91,4.88
53404,2020-09-19,3,93,4.5
53444,2020-09-19,3,99,4.82
52947,2020-05-31,2,4,7.32
52949,2020-05-31,2,5,54.93
52961,2020-05-31,2,7,66.77
52977,2020-05-31,2,,151.77
52992,2020-05-31,2,10,19.29
53060,2020-05-31,2,22,17.65
53089,2020-05-31,2,25,
53173,2020-05-31,2,35,26.54
53231,2020-05-31,2,66,98.01
53303,2020-05-31,2,79,
53391,2020-05-31,2,91,4.88
53397,2020-05-31,2,92,4.92
16.1,2020-05-31,2,96,22.54
53433,2020-05-31,2,97,33.68
53438,2020-05-31,2,98,5.69
52950,2020-10-15,3,5,54.93
52956,2020-10-15,3,6,129.72
53131,2020-10-15,3,30,14.77
53160,2020-10-15,3,34,
53277,2020-10-15,3,74,16.64
53551,2020-10-15,3,113,
53558,2020-10-15,3,114,219.3
53570,2020-10-15,3,115,10.71
52951,2020-07-31,2,5,54.93
53159,2020-07-31,2,34,51.24
53180,2020-07-31,2,36,34.9
53400,2020-07-31,2,93,4.5
52952,2020-06-26,2,5,54.93
53033,2020-06-26,2,18,146.83
53162,2020-06-26,2,34,51.24
53219,2020-06-26,2,64,20.8
53415,2020-06-26,2,94,4.63
53419,2020-06-26,2,95,5.55
52953,2020-07-10,,5,54.93
53128,2020-07-10,,30,14.77
53321,2020-07-10,,82,32.72
52955,2020-06-26,3,5,50.79
134.58,2020-06-26,3,18,53035
53079,2020-06-26,3,24,73.66
53335,2020-06-26,3,84,108.38
53376,2020-06-26,3,89,5.5
53403,2020-06-26,3,93,2.48
53412,2020-06-26,3,94,3.94
53428,2020-06-26,3,96,20.93
52958,2020-07-22,2,6,129.72
52970,2020-07-22,2,8,151.77
52984,2020-07-22,2,9,13.22
53066,2020-07-22,2,23,104.48
53145,2020-07-22,2,32,27.37
53177,2020-07-22,2,36,34.9
53190,2020-07-22,2,38,31.55
53274,2020-07-22,2,74,16.64
53331,2020-07-22,2,83,96.44
53379,2020-07-22,2,90,6.3
52963,2020-07-09,2,7,66.77
53088,2020-07-09,2,25,220.17
53112,2020-07-09,2,28,33.59
53122,2020-07-09,2,29,73.5
53148,2020-07-09,2,32,
52965,2020-06-06,2,7,66.77
53077,2020-06-06,2,24,76.86
53193,2020-06-06,2,39,67.73
53268,2020-06-06,2,73,32
53423,2020-06-06,2,95,5.55
53547,2020-06-06,2,112,10.64
52968,2020-10-15,5,7,66.77
53020,2020-10-15,5,15,754.84
53058,2020-10-15,5,21,40.65
53061,2020-10-15,5,22,17.65
53315,2020-10-15,5,81,85.56
52969,2020-03-25,8,7,66.77
53065,2020-03-25,8,22,17.65
53191,2020-03-25,8,38,31.55
53203,2020-03-25,8,40,
53258,2020-03-25,8,71,95.62
53383,2020-03-25,8,90,5.92
52974,2020-04-20,5,8,151.77
80,2020-04-20,5,31,16.29
53358,2020-04-20,5,87,5.5
53370,2020-04-20,5,89,6.55
53405,2020-04-20,5,93,4.5
53563,2020-04-20,5,114,219.3
53568,2020-04-20,5,115,10.71
52978,2020-03-26,3,9,13.22
53074,2020-03-26,3,24,76.86
53150,2020-03-26,3,33,29.44
53183,2020-03-26,3,37,52.15
53284,2020-03-26,3,75,119.69
53298,2020-03-26,3,78,105.29
53378,2020-03-26,3,90,6.28
53401,2020-03-26,3,93,4.5
53451,2020-03-26,3,100,4.38
52982,2020-07-23,2,9,13.22
53081,2020-07-23,2,24,76.86
53132,2020-07-23,2,30,14.77
53217,2020-07-23,2,63,48.88
53253,2020-07-23,2,70,122.7
53282,2020-07-23,2,75,119.69
53300,2020-07-23,2,78,105.29
53339,2020-07-23,2,85,359.6
53473,2020-07-23,2,103,532.75
53554,2020-07-23,2,113,12.81
52988,2020-10-02,2,10,19.29
53006,2020-10-02,2,,479.45
53040,2020-10-02,2,19,219.32
53225,2020-10-02,2,65,81.55
53234,2020-10-02,2,66,98.01
53319,2020-10-02,2,81,85.56
53320,2020-10-02,2,82,32.72
52989,2020-06-03,5,10,19.29
53121,2020-06-03,5,29,73.5
53147,2020-06-03,5,32,27.37
53238,2020-06-03,5,67,294.38
53365,2020-06-03,5,88,6.63
52990,2020-07-19,7,10,19.29
52998,2020-07-19,7,11,370.13
53107,2020-07-19,7,28,33.59
52991,2020-10-22,8,10,19.29
52994,2020-10-22,8,11,370.13
53021,2020-10-22,8,15,831.88
53111,2020-10-22,8,28,33.59
53301,2020-10-22,8,78,105.29
52993,2020-09-25,7,10,
53129,2020-09-25,7,30,14.77
53171,2020-09-25,7,35,26.54
53179,2020-09-25,7,36,34.9
53182,2020-09-25,7,37,52.15
53205,2020-09-25,7,40,27.81
53254,2020-09-25,7,70,122.7
53449,2020-09-25,7,100,5.53
53472,2020-09-25,7,103,532.75
53569,2020-09-25,7,115,10.71
52995,2020-07-09,3,11,370.13
53120,2020-07-09,3,29,73.5
53421,2020-07-09,3,95,5.55
52996,2020-10-12,7,11,370.13
53097,2020-10-12,7,26,324.2
52999,2020-06-13,2,12,613.34
53075,2020-06-13,2,24,73.66
53123,2020-06-13,2,29,65.93
53224,2020-06-13,2,66,36.4
53422,2020-06-13,2,95,4.84
53000,2020-07-12,5,,572.72
53001,2020-10-06,4,12,613.34
53106,2020-10-06,4,27,409.35
53226,2020-10-06,4,44,71.36
53354,2020-10-06,4,86,4.65
53002,2020-10-19,2,12,571.52
53067,2020-10-19,2,23,104.48
53353,2020-10-19,2,86,5.59
53459,2020-10-19,2,101,630.25
53524,2020-10-19,2,109,76.86
53546,2020-10-19,2,112,10.64
53562,2020-10-19,2,114,219.3
53004,2020-10-13,3,12,613.34
53118,2020-10-13,3,29,65.93
53479,2020-10-13,3,104,685.7
53494,2020-10-13,3,105,1270.48
53532,2020-10-13,3,110,110.88
53542,2020-10-13,3,111,156
53005,2020-10-20,3,13,485.54
53098,2020-10-20,3,26,370.86
53007,2020-10-24,7,13,493.35
53332,2020-10-24,7,84,116.73
53012,2020-03-15,4,14,643.19
53237,2020-03-15,4,67,255.83
53244,2020-03-15,4,68,58.27
53511,2020-03-15,4,107,1174.31
53535,2020-03-15,4,110,110.88
53566,2020-03-15,4,115,48
53013,2020-02-15,,14,
53018,2020-02-15,,15,670.8
53037,2020-02-15,,18,146.83
53070,2020-02-15,,23,104.48
53222,2020-02-15,,60,41.61
53281,2020-02-15,,,119.69
53016,2020-10-23,4,14,601.92
53241,2020-10-23,4,68,
53486,2020-10-23,4,104,789.02
53505,2020-10-23,4,107,618.05
53565,2020-10-23,4,115,10.71
53019,2020-01-17,2,15,804.26
53034,2020-01-17,2,18,146.83
53027,2020-10-19,3,17,90.09
53213,2020-10-19,3,63,48.88
53345,2020-10-19,3,86,5.03
53028,2020-02-13,1,17,90.09
53078,2020-02-13,1,24,76.86
53156,2020-02-13,1,33,29.44
53295,2020-02-13,1,77,92.29
53350,2020-02-13,1,86,5.59
53029,2020-08-17,,17,90.09
53055,2020-08-17,,21,40.65
53269,2020-08-17,,73,12.78
53369,2020-08-17,,88,6.63
5.13,2020-08-17,,89,53371
53416,2020-08-17,,94,4.63
53431,2020-08-17,,97,33.68
53446,2020-08-17,,99,4.82
53032,2020-06-03,2,17,90.09
53355,2020-06-03,2,87,5.5
53424,2020-06-03,2,96,22.54
53478,2020-06-03,2,,532.75
53498,2020-06-03,2,106,1161.46
53036,2020-03-18,7,18,
53221,2020-03-18,7,64,41.61
53337,2020-03-18,7,84,116.73
53373,2020-03-18,7,89,4.8
53039,2020-12-06,2,18,146.83
53099,2020-12-06,2,27,460.52
53115,2020-12-06,2,29,
53248,2020-12-06,2,69,106.87
53347,2020-12-06,2,86,5.59
53041,2020-03-26,2,19,265.14
53351,2020-03-26,2,86,5.59
53361,2020-03-26,2,87,5.5
53406,2020-03-26,2,93,4.5
53506,2020-03-26,2,107,1359.72
53549,2020-03-26,2,112,10.64
53042,2020-10-19,5,19,265.14
53189,2020-10-19,5,38,31.55
53043,2020-11-11,2,19,193.46
53488,2020-11-11,2,105,984.6
53507,2020-11-11,2,107,1359.72
53560,2020-11-11,2,114,219.3
53044,2020-10-07,3,19,
53047,2020-07-07,1,20,118.19
53049,2020-03-22,5,20,127.27
53080,2020-03-22,5,24,76.86
53092,2020-03-22,5,26,294.58
53251,2020-03-22,5,69,106.87
53264,2020-03-22,5,72,148.3
53052,,2,20,
53323,,2,82,32.72
53326,,2,83,96.44
53341,,2,85,359.6
53381,,2,90,3.58
53053,2020-11-15,3,20,127.27
53140,2020-11-15,3,32,27.37
53185,2020-11-15,3,76,52.15
53229,2020-11-15,3,65,81.55
53307,2020-11-15,3,79,134.11
53402,2020-11-15,3,93,4.32
53447,2020-11-15,3,99,4.82
53054,2020-11-24,5,21,38.97
53143,2020-11-24,5,32,25.1
53174,2020-11-24,5,36,31.44
53198,2020-11-24,5,39,42.33
53201,2020-11-24,5,40,25.87
53214,2020-11-24,5,63,44.81
53233,2020-11-24,5,66,85.76
53240,2020-11-24,5,68,58.27
53514,2020-11-24,5,108,809.61
53056,2020-05-11,8,21,40.65
53068,2020-05-11,8,23,104.48
53057,2020-04-02,3,,40.65
53232,2020-04-02,3,66,98.01
53322,2020-04-02,3,82,32.72
53519,2020-04-02,3,108,910.82
53525,2020-04-02,3,109,76.86
53557,2020-04-02,3,,219.3
53064,2020-08-19,7,22,17.65
53101,2020-08-19,7,27,317.26
53146,2020-08-19,7,32,27.37
53163,2020-08-19,7,34,51.24
53192,2020-08-19,7,,67.73
53211,2020-08-19,7,41,35.09
53228,2020-08-19,7,65,81.55
53426,2020-08-19,7,96,22.54
53450,2020-08-19,7,100,5.53
53071,2020-04-03,1,23,104.48
53334,2020-04-03,1,84,116.73
53073,2020-04-14,7,24,
53279,2020-04-14,7,74,16.64
53408,2020-04-14,7,93,4.5
53076,,3,24,76.86
53164,,3,34,51.24
53216,,3,,48.88
53275,,3,74,16.64
53375,,3,89,6.55
53083,2020-04-21,2,24,76.86
53165,2020-04-21,2,34,51.24
53223,2020-04-21,2,64,41.61
53357,2020-04-21,2,87,5.5
53085,2020-12-04,7,25,233.94
53239,2020-12-04,7,67,294.38
53091,2020-06-19,7,26,370.86
53328,2020-06-19,7,28,96.44
53093,2020-12-11,5,26,339.97
53104,2020-12-11,5,27,409.35
53310,2020-12-11,5,80,163.86
53466,2020-12-11,5,102,806.95
53487,2020-12-11,5,104,789.02
668.67,2020-12-11,5,105,1270.48
53508,2020-12-11,5,107,1174.31
53100,2020-07-24,5,27,460.52
53227,2020-07-24,5,65,81.55
53249,2020-07-24,5,69,106.87
53530,2020-07-24,5,110,126.73
53537,2020-07-24,5,111,180.63
53559,2020-07-24,5,114,219.3
53102,2020-12-18,7,27,371
53103,2020-03-23,4,27,309.57
53110,2020-03-23,4,28,33.59
53245,2020-03-23,4,68,61.84
53372,2020-03-23,4,89,6.55
53108,2020-10-18,5,28,33.59
53329,2020-10-18,5,83,96.44
53109,2020-07-26,,28,33.59
107.45,2020-07-26,,80,182.67
53465,2020-07-26,,102,928.53
53490,2020-07-26,,105,1471.08
53540,2020-07-26,,111,180.63
53545,2020-07-26,,112,10.64
53113,2020-07-10,2,,33.59
53262,2020-07-10,2,71,95.62
53117,2020-07-13,3,,73.5
53349,2020-07-13,3,86,5.59
53407,2020-07-13,3,93,4.5
53411,2020-07-13,3,94,3.76
53418,2020-07-13,3,95,5.55
53119,2020-03-18,2,29,73.5
53124,2020-07-08,5,29,73.5
53130,2020-07-08,5,30,14.77
53215,2020-07-08,5,63,48.88
53460,2020-07-08,5,101,630.25
53516,2020-07-08,5,108,910.82
53550,2020-07-08,5,113,34
53564,2020-07-08,5,115,10.71
53126,2020-04-18,2,30,14.77
53266,2020-04-18,2,72,
53134,2020-08-05,3,31,16.29
53136,2020-05-28,7,31,16.29
53327,2020-05-28,7,83,96.44
8.14,2020-03-14,4,31,16.29
53196,2020-03-14,4,39,67.73
53306,2020-03-14,4,79,134.11
53521,2020-03-14,4,109,76.86
53169,2020-02-16,4,35,26.54
53368,2020-02-16,4,,4.63
53172,2020-03-24,3,35,26.54
41.61,2020-03-24,3,64,53218
53413,2020-03-24,3,94,4.63
53420,2020-03-24,3,95,5.55
53178,2020-10-08,1,36,34.9
53288,2020-10-08,1,76,40.52
53200,2020-04-03,2,40,27.81
53410,2020-04-03,2,94,1.85
53202,2020-07-23,7,94,27.81
53220,2020-07-23,7,64,41.61
53318,2020-07-23,7,81,85.56
53374,2020-07-23,7,89,5.55
53517,2020-07-23,7,108,910.82
53548,2020-07-23,7,112,26
53556,2020-07-23,7,113,12.81
53571,2020-07-23,7,115,10.71
53206,2020-06-22,2,41,35.09
53246,2020-06-22,2,69,106.87
53343,2020-06-22,2,85,359.6
53243,2020-04-11,5,68,61.84
53362,2020-04-11,5,87,5.5
53247,2020-07-23,1,69,106.87
53250,,4,69,106.87
53252,2020-10-20,2,69,106.87
53344,2020-10-20,2,85,359.6
53256,2020-06-01,3,70,122.7
53461,2020-06-01,3,101,495.16
53467,2020-06-01,3,102,928.53
53528,2020-06-01,3,110,
53257,2020-10-20,1,70,122.7
53481,2020-10-20,1,104,789.02
53504,2020-10-20,1,106,
53541,2020-10-20,1,111,180.63
53287,2020-10-12,7,76,40.52
53346,2020-10-12,7,86,5.59
53501,2020-10-12,7,106,1161.46
53305,2020-02-07,7,79,134.11
53324,2020-02-07,7,,32.72
53377,2020-02-07,7,90,5.59
53439,2020-02-07,7,98,5.69
53445,2020-02-07,7,99,4.82
53309,,7,80,182.67
53360,,7,87,
53367,,7,88,6.63
53414,,7,94,4.63
53340,2020-06-26,5,85,359.6
53385,2020-08-10,2,,4.88
53394,2020-08-10,2,92,4.92
53425,2020-06-10,,96,22.54
53456,2020-06-10,,101,630.25
53476,2020-06-10,,103,532.75
53555,2020-06-10,,113,12.81
53457,2020-10-13,4,101,630.25
53499,2020-10-13,4,106,1161.46
53543,2020-10-13,4,111,180.63
53458,2020-11-30,5,101,630.25
53469,2020-11-30,5,102,928.53
53475,2020-11-30,5,103,532.75
53482,2020-11-30,5,104,789.02
53529,2020-11-30,5,110,126.73
53544,2020-11-30,5,112,10.64
53553,2020-11-30,5,113,12.81
53462,2020-07-30,,101,630.25
53496,2020-07-30,,105,6
53515,2020-07-30,,108,910.82
53526,2020-07-30,,109,76.86
53538,2020-07-30,,111,180.63
53463,2020-10-07,2,102,928.53
53477,2020-10-07,2,103,
53493,2020-10-07,2,105,1124.93
