ORDER_DETAIL_CODE,ORDER_NUMBER,PRODUCT_NUMBER,QUANTITY,UNIT_COST,UNIT_PRICE,UNIT_SALE_PRICE,RETAILER_NAME,RETAILER_SITE_CODE,RETAILER_CONTACT_CODE,SALES_STAFF_CODE,SALES_BRANCH_CODE,ORDER_DATE,ORDER_METHOD_CODE
74134,6575,38,26.0,21.04,31.55,31.55,Extreme Outdoors,87,,62,22,2020-02-17,2
74158,6575,39,38.0,42.33,67.73,67.73,Extreme Outdoors,87,,62,22,2020-02-17,2
74851,6575,90,,2.42,6.78,5.67,Extreme Outdoors,87,,62,22,2020-02-17,2
74897,6575,92,40.0,1.96,4.92,4.92,Extreme Outdoors,87,,62,22,2020-02-17,2
73132,6575,4,50.0,5.23,7.32,7.32,Extreme Outdoors,87,,62,22,2020-02-17,2
75132,6575,99,,1.92,4.82,4.82,Extreme Outdoors,87,,62,22,2020-02-17,2
74135,5828,38,18.0,21.04,31.55,31.55,Falcon Outfitters,101,112,,21,2020-05-17,4
74845,5828,90,198.0,2.42,6.78,6.78,Falcon Outfitters,101,112,,21,2020-05-17,4
74875,5828,91,56.0,1.95,4.88,4.88,Falcon Outfitters,101,112,,21,2020-05-17,4
73298,5828,11,,264.38,370.13,370.13,Falcon Outfitters,101,112,,21,2020-05-17,4
73694,5828,23,8.0,69.66,104.48,104.48,Falcon Outfitters,101,112,,21,2020-05-17,4
73797,5828,27,10.0,255.85,460.52,460.52,Falcon Outfitters,101,112,,21,2020-05-17,4
74915,5828,92,32.0,1.96,4.92,4.92,Falcon Outfitters,101,112,,21,2020-05-17,4
74136,5347,38,22.0,21.04,31.55,31.55,Extreme Outdoors,86,99,70,21,2020-03-22,5
74186,5347,41,16.0,27,35.09,35.09,Extreme Outdoors,86,99,70,21,2020-03-22,5
74270,5347,65,20.0,40.77,81.55,81.55,Extreme Outdoors,86,99,70,21,2020-03-22,5
74486,5347,75,28.0,86.73,119.69,119.69,Extreme Outdoors,86,99,70,21,2020-03-22,5
74539,5347,77,32.0,46.13,92.29,92.29,Extreme Outdoors,86,99,70,21,2020-03-22,5
74601,5347,84,,83.37,116.73,116.73,Extreme Outdoors,86,99,70,21,2020-03-22,5
74642,5347,,10.0,211.52,359.6,359.6,Extreme Outdoors,86,99,70,21,2020-03-22,5
74831,5347,90,176.0,2.42,6.78,6.78,Extreme Outdoors,86,99,70,21,2020-03-22,5
74874,5347,91,2.0,84,4.88,4.88,Extreme Outdoors,86,99,70,21,2020-03-22,5
74908,5347,92,32.0,1.96,4.92,4.92,Extreme Outdoors,86,99,70,21,2020-03-22,5
73114,5347,3,24.0,17.25,23.8,23.8,Extreme Outdoors,86,99,70,21,2020-03-22,5
73163,5347,5,18.0,38.4,54.93,54.93,Extreme Outdoors,86,99,70,21,2020-03-22,5
73531,5347,17,24.0,64.36,90.09,90.09,Extreme Outdoors,86,99,70,21,2020-03-22,5
73619,5347,20,14.0,90.91,127.27,127.27,Extreme Outdoors,86,99,70,21,2020-03-22,5
73798,5347,27,18.0,255.85,460.52,460.52,Extreme Outdoors,86,99,70,21,2020-03-22,5
75119,5347,99,22.0,1.92,4.82,4.82,Extreme Outdoors,86,99,70,21,2020-03-22,5
74139,6598,39,26.0,42.33,67.73,67.73,Extreme Outdoors,90,97,58,20,2020-01-20,5
74571,6598,82,40.0,21.81,32.72,32.72,Extreme Outdoors,90,97,58,20,2020-01-20,5
74838,6598,90,350.0,2.42,6.78,3.71,Extreme Outdoors,90,97,58,20,2020-01-20,5
73139,6598,4,62.0,5.23,7.32,7.32,Extreme Outdoors,90,97,58,20,2020-01-20,5
73489,6598,15,18.0,554.59,831.88,716.35,Extreme Outdoors,90,97,58,20,2020-01-20,5
73647,6598,21,18.0,33.88,40.65,40.65,Extreme Outdoors,90,97,58,20,2020-01-20,5
73669,6598,22,8.0,11.77,17.65,17.65,Extreme Outdoors,90,97,58,20,2020-01-20,5
73793,6598,27,16.0,255.85,460.52,460.52,Extreme Outdoors,90,97,58,20,2020-01-20,5
73972,6598,32,52.0,27.37,27.37,18.25,Extreme Outdoors,90,97,58,20,2020-01-20,5
74991,6598,94,68.0,1.85,4.63,4.63,Extreme Outdoors,90,97,58,20,2020-01-20,5
74140,5997,39,36.0,42.33,67.73,67.73,Connor Department Store,,144,56,19,2020-07-07,2
74333,5997,68,36.0,47.56,61.84,61.84,Connor Department Store,,144,56,19,2020-07-07,2
73255,5997,9,8.0,9.93,13.22,,Connor Department Store,,144,56,19,2020-07-07,2
73506,5997,16,170.0,1.02,2.06,2.06,Connor Department Store,,144,56,19,2020-07-07,2
73712,5997,24,,64.05,76.86,76.86,Connor Department Store,,144,56,19,2020-07-07,2
74146,6277,39,22.0,42.33,67.73,67.73,Camping Equipment Online,80,91,55,19,2020-10-20,5
74496,6277,75,34.0,86.73,119.69,119.69,Camping Equipment Online,80,91,55,19,2020-10-20,5
73218,6277,8,14.0,88.23,151.77,151.77,Camping Equipment Online,80,91,55,19,2020-10-20,5
73540,6277,17,28.0,64.36,90.09,90.09,Camping Equipment Online,80,91,55,19,2020-10-20,5
74151,5473,39,46.0,42.33,67.73,67.73,Up The Creek,153,163,60,20,2020-04-20,5
73596,5473,19,28.0,165.72,265.14,265.14,Up The Creek,153,163,60,20,2020-04-20,5
74153,5336,39,32.0,42.33,67.73,67.73,Consumer Club,124,136,74,21,2020-04-25,2
74164,5336,40,70.0,20.01,27.81,27.81,Consumer Club,124,136,74,21,2020-04-25,2
74559,5336,82,40.0,21.81,32.72,32.72,Consumer Club,124,136,74,21,2020-04-25,2
74773,5336,88,188.0,1.88,6.63,6.63,Consumer Club,124,136,74,21,2020-04-25,2
74793,5336,89,2.0,96,6.55,6.55,Consumer Club,124,136,74,21,2020-04-25,2
73117,5336,3,24.0,17.25,23.8,23.8,Consumer Club,124,136,74,21,2020-04-25,2
74945,5336,93,80.0,1.79,4.5,4.5,Consumer Club,124,136,74,21,2020-04-25,2
75049,5336,95,138.0,2.76,5.55,5.55,Consumer Club,124,136,74,21,2020-04-25,2
75097,5336,98,46.0,2.83,5.69,5.69,Consumer Club,124,136,74,21,2020-04-25,2
75134,5336,99,26.0,1.92,4.82,4.82,Consumer Club,124,136,74,21,2020-04-25,2
74157,5839,,30.0,42.33,67.73,67.73,Weston Outfitters,164,177,,21,2020-06-26,7
74606,5839,84,16.0,83.37,116.73,116.73,Weston Outfitters,164,177,,21,2020-06-26,7
74829,5839,90,204.0,2.42,6.78,3.97,Weston Outfitters,164,177,,21,2020-06-26,7
73301,5839,11,14.0,264.38,370.13,370.13,Weston Outfitters,164,177,,21,2020-06-26,7
73399,5839,13,36.0,431.42,582.41,492.45,Weston Outfitters,164,177,,21,2020-06-26,7
73589,5839,19,24.0,165.72,265.14,265.14,Weston Outfitters,164,177,,21,2020-06-26,7
73982,5839,32,70.0,18.25,27.37,,Weston Outfitters,164,177,,21,2020-06-26,7
74978,5839,94,5.0,1.85,4.63,98,Weston Outfitters,164,177,,21,2020-06-26,7
75164,5839,100,74.0,2.76,5.53,5.53,Weston Outfitters,164,177,,21,2020-06-26,7
74160,6772,40,68.0,20.01,27.81,27.81,Weston Outfitters,166,178,59,20,2020-12-05,4
74286,6772,66,24.0,49,98.01,98.01,Weston Outfitters,166,178,59,20,2020-12-05,4
74629,6772,85,12.0,,359.6,359.6,Weston Outfitters,166,178,59,20,2020-12-05,4
73143,6772,4,40.0,5.23,7.32,7.32,Weston Outfitters,166,178,59,20,2020-12-05,4
73194,6772,7,10.0,48.38,66.77,66.77,Weston Outfitters,166,178,59,20,2020-12-05,4
73235,6772,9,8.0,9.93,13.22,13.22,Weston Outfitters,166,178,59,20,2020-12-05,4
73274,6772,10,18.0,11.35,19.29,19.29,Weston Outfitters,166,178,59,20,2020-12-05,4
73496,6772,16,114.0,1.02,2.06,2.06,Weston Outfitters,166,178,59,20,2020-12-05,4
73523,6772,17,24.0,64.36,90.09,90.09,Weston Outfitters,166,178,59,20,2020-12-05,4
73618,6772,19,24.0,165.72,265.14,265.14,Weston Outfitters,166,178,59,20,2020-12-05,4
73670,6772,22,8.0,17.65,17.65,11.77,Weston Outfitters,166,178,59,20,2020-12-05,4
74916,6772,92,32.0,1.96,4.92,4.92,Weston Outfitters,166,178,59,20,2020-12-05,4
74998,6772,94,90.0,1.85,4.63,4.63,Weston Outfitters,166,178,59,20,2020-12-05,4
74161,5256,40,28.0,20.01,27.81,102,Extreme Outdoors,91,96,54,19,2020-04-12,7
74860,5256,90,358.0,2.42,6.78,5.63,Extreme Outdoors,91,96,54,19,2020-04-12,7
74893,5256,91,42.0,1.95,4.88,4.15,Extreme Outdoors,91,96,54,19,2020-04-12,7
73516,5256,17,90.0,90.09,64.36,28,Extreme Outdoors,91,96,54,19,2020-04-12,7
73588,5256,19,22.0,165.72,265.14,265.14,Extreme Outdoors,91,96,54,19,2020-04-12,7
75087,5256,97,26.0,24.04,33.68,33.68,Extreme Outdoors,91,96,54,19,2020-04-12,7
74169,5344,,62.0,20.01,27.81,27.81,Falcon Outfitters,100,111,67,21,2020-03-18,5
74477,5344,74,17.0,11.89,16.64,68,Falcon Outfitters,100,111,67,21,2020-03-18,5
74783,5344,,152.0,1.88,6.63,6.63,Falcon Outfitters,100,111,67,21,2020-03-18,5
74895,5344,91,60.0,1.95,4.88,4.88,Falcon Outfitters,100,111,67,21,2020-03-18,5
74907,5344,92,5.0,,4.92,84,Falcon Outfitters,100,111,67,21,2020-03-18,5
73280,5344,10,,11.35,19.29,19.29,Falcon Outfitters,100,111,67,21,2020-03-18,5
74174,6761,40,64.0,20.01,27.81,27.81,Extreme Outdoors,85,100,58,20,2020-11-30,5
74519,6761,76,60.0,23.84,40.52,40.52,Extreme Outdoors,85,100,58,20,2020-11-30,5
74618,6761,84,18.0,116.73,116.73,83.37,Extreme Outdoors,85,100,58,20,2020-11-30,5
74841,6761,90,200.0,2.42,6.78,6.78,Extreme Outdoors,85,100,58,20,2020-11-30,5
73475,6761,15,20.0,554.59,831.88,674.86,Extreme Outdoors,85,100,58,20,2020-11-30,5
73909,6761,30,24.0,7.38,14.77,14.77,Extreme Outdoors,85,100,58,20,2020-11-30,5
75138,6761,100,30.0,2.76,5.53,5.53,Extreme Outdoors,85,100,58,20,2020-11-30,5
74176,5536,40,24.0,20.01,27.81,27.81,Extreme Outdoors,91,96,69,19,2020-09-08,4
74319,5536,67,28.0,140.17,294.38,294.38,Extreme Outdoors,91,96,69,19,2020-09-08,4
74529,5536,77,92.0,46.13,92.29,40,Extreme Outdoors,91,96,69,19,2020-09-08,4
74547,5536,80,8.0,107.45,182.67,182.67,Extreme Outdoors,91,96,69,19,2020-09-08,4
74583,5536,83,28.0,60.27,96.44,96.44,Extreme Outdoors,91,96,69,19,2020-09-08,4
74608,5536,84,18.0,83.37,116.73,116.73,Extreme Outdoors,91,96,69,19,2020-09-08,4
74652,5536,85,10.0,211.52,359.6,359.6,Extreme Outdoors,91,96,69,19,2020-09-08,4
73226,5536,8,14.0,88.23,151.77,151.77,Extreme Outdoors,91,96,69,19,2020-09-08,4
74992,5536,94,132.0,4.63,4.63,1.85,Extreme Outdoors,91,96,69,19,2020-09-08,4
75102,5536,98,50.0,2.83,5.69,5.69,Extreme Outdoors,91,96,69,19,2020-09-08,4
74177,6627,40,62.0,20.01,27.81,27.81,Outdoor Gear Co-op,72,83,69,19,,2
73282,6627,10,19.0,11.35,19.29,18,Outdoor Gear Co-op,72,83,69,19,,2
73356,6627,12,38.0,500.67,650.89,599.4,Outdoor Gear Co-op,72,83,69,19,,2
74185,5995,41,10.0,27,35.09,33.06,Camping Equipment Online,80,91,55,19,2020-08-24,4
74617,5995,84,12.0,83.37,116.73,108.38,Camping Equipment Online,80,91,55,19,2020-08-24,4
74641,5995,85,6.0,211.52,359.6,322.58,Camping Equipment Online,80,91,55,19,2020-08-24,4
73324,5995,11,6.0,,370.13,343.69,Camping Equipment Online,80,91,55,19,2020-08-24,4
73405,5995,13,36.0,431.42,582.41,544.66,Camping Equipment Online,80,91,55,19,2020-08-24,4
73664,5995,21,,33.88,38.97,40.65,Camping Equipment Online,80,91,55,19,2020-08-24,4
73980,5995,32,52.0,18.25,27.37,25.1,Camping Equipment Online,80,91,55,19,2020-08-24,4
74188,5651,41,24.0,27,35.09,35.09,Consumer Club,129,137,63,22,2020-10-11,4
74580,5651,82,24.0,21.81,32.72,32.72,Consumer Club,129,137,63,22,2020-10-11,4
74599,5651,83,28.0,,96.44,96.44,Consumer Club,129,137,63,22,2020-10-11,4
74619,5651,84,16.0,83.37,116.73,116.73,Consumer Club,129,137,63,22,2020-10-11,4
73243,5651,9,8.0,9.93,13.22,13.22,Consumer Club,129,137,63,22,2020-10-11,4
74189,6222,41,16.0,27,35.09,32.25,Weston Outfitters,165,175,59,20,2020-07-18,4
74284,6222,65,16.0,40.77,81.55,67.27,Weston Outfitters,165,175,59,20,2020-07-18,4
74526,6222,77,42.0,46.13,76.13,92.29,Weston Outfitters,165,175,59,20,2020-07-18,4
74885,6222,91,94.0,1.95,4.88,3.85,Weston Outfitters,165,175,59,20,2020-07-18,4
73207,6222,7,,48.38,66.77,60.34,Weston Outfitters,165,175,59,20,2020-07-18,4
73292,6222,10,14.0,11.35,19.29,16.51,Weston Outfitters,165,175,59,20,2020-07-18,4
73350,6222,12,36.0,500.67,650.89,598.32,Weston Outfitters,165,175,59,20,2020-07-18,4
73448,6222,14,28.0,541.63,677.03,629.65,Weston Outfitters,165,175,59,20,2020-07-18,4
73532,6222,17,,64.36,90.09,81.08,Weston Outfitters,165,175,59,20,2020-07-18,4
73957,6222,32,42.0,18.25,27.37,24.19,Weston Outfitters,165,175,59,20,2020-07-18,4
74925,6222,92,38.0,1.96,4.92,3.88,Weston Outfitters,165,175,59,20,2020-07-18,4
75103,6222,98,82.0,2.83,5.69,4.69,Weston Outfitters,165,175,59,20,2020-07-18,4
74200,6203,41,16.0,27,35.09,35.09,By A Thread,135,146,60,,2020-07-07,3
74359,6203,69,14.0,71.25,106.87,106.87,By A Thread,135,146,60,,2020-07-07,3
74562,6203,82,22.0,21.81,32.72,32.72,By A Thread,135,146,60,,2020-07-07,3
74857,6203,90,134.0,2.42,6.78,6.78,By A Thread,135,146,60,,2020-07-07,3
73262,6203,9,8.0,9.93,13.22,13.22,By A Thread,135,146,60,,2020-07-07,3
73722,6203,24,32.0,64.05,76.86,76.86,By A Thread,135,146,60,,2020-07-07,3
74201,5461,41,22.0,27,35.09,35.09,Extreme Outdoors,85,100,,20,2020-04-15,3
74321,5461,67,28.0,140.17,,294.38,Extreme Outdoors,85,100,,20,2020-04-15,3
73203,5461,7,16.0,48.38,66.77,66.77,Extreme Outdoors,85,100,,20,2020-04-15,3
73688,5461,23,8.0,69.66,104.48,104.48,Extreme Outdoors,85,100,,20,2020-04-15,3
74995,5461,94,78.0,1.85,4.63,4.63,Extreme Outdoors,85,100,,20,2020-04-15,3
75158,5461,100,162.0,2.76,5.53,5.53,Extreme Outdoors,85,100,,20,2020-04-15,3
74207,6206,41,10.0,27,35.09,35.09,Consumer Club,126,140,60,20,2020-07-15,7
74633,6206,10,85.0,211.52,359.6,359.6,Consumer Club,126,140,60,20,2020-07-15,7
74692,6206,86,62.0,1.86,5.59,5.59,Consumer Club,126,140,60,20,2020-07-15,7
74890,6206,91,60.0,1.95,4.88,4.88,Consumer Club,126,140,60,20,2020-07-15,7
73116,6206,3,22.0,17.25,23.8,23.8,Consumer Club,126,140,60,20,2020-07-15,7
73180,6206,6,6.0,92,129.72,129.72,Consumer Club,126,140,60,20,2020-07-15,7
75042,6206,95,138.0,2.76,5.55,5.55,Consumer Club,126,140,60,20,2020-07-15,7
74208,6368,41,18.0,27,35.09,35.09,Consumer Club,124,,74,21,2020-10-25,2
119.69,6368,75,38.0,86.73,74495,119.69,Consumer Club,124,,74,21,2020-10-25,2
74598,6368,83,24.0,60.27,96.44,96.44,Consumer Club,124,,74,21,2020-10-25,2
73385,6368,13,582.0,431.42,582.41,30,Consumer Club,124,,74,21,2020-10-25,2
73533,6368,17,28.0,64.36,90.09,90.09,Consumer Club,124,,74,21,2020-10-25,2
73935,6368,31,26.0,16.29,16.29,8.14,Consumer Club,124,,74,21,2020-10-25,2
74209,5649,63,52.0,32.59,48.88,48.88,Connor Department Store,130,141,73,22,2020-09-17,7
74250,5649,64,68.0,20.8,41.61,41.61,Connor Department Store,130,141,73,22,2020-09-17,7
73744,5649,25,24.0,190.6,285.89,285.89,Connor Department Store,130,141,73,22,2020-09-17,7
73899,5649,29,18.0,43.22,,73.5,Connor Department Store,130,141,73,22,2020-09-17,7
74210,5410,63,20.0,32.59,48.88,48.88,Connor Department Store,133,142,62,22,2020-03-31,3
74688,5410,,60.0,1.86,5.59,5.59,Connor Department Store,133,142,62,22,2020-03-31,3
73164,5410,5,14.0,38.4,54.93,54.93,Connor Department Store,133,142,62,22,2020-03-31,3
73407,5410,13,26.0,431.42,582.41,,Connor Department Store,133,142,62,22,2020-03-31,3
73886,5410,29,20.0,43.22,73.5,73.5,Connor Department Store,133,142,62,22,2020-03-31,3
74211,5409,63,22.0,32.59,48.88,48.88,Connor Department Store,130,141,73,22,2020-04-13,2
74461,5409,74,46.0,11.89,16.64,16.64,Connor Department Store,130,141,73,22,2020-04-13,2
75016,5409,95,106.0,2.76,5.55,5.55,Connor Department Store,130,141,73,22,2020-04-13,2
74212,5546,63,42.0,32.59,48.88,48.88,The Marketplace,76,89,69,19,2020-09-12,7
74782,5546,88,134.0,1.88,6.63,6.63,The Marketplace,76,89,69,19,2020-09-12,7
73502,5546,16,56.0,1.02,2.06,2.06,The Marketplace,76,89,69,19,2020-09-12,7
73858,5546,29,74.0,43.22,73.5,24,The Marketplace,76,89,69,19,2020-09-12,7
74213,5674,63,30.0,32.59,48.88,48.88,American Home,156,172,,20,2020-09-09,7
74439,5674,73,22.0,9.13,12.78,12.78,American Home,156,172,,20,2020-09-09,7
74676,5674,86,62.0,1.86,5.59,5.59,American Home,156,172,,20,2020-09-09,7
74214,6484,63,32.0,32.59,48.88,48.88,American Home,158,167,55,19,2020-01-31,3
74659,6484,86,80.0,1.86,,5.59,American Home,158,167,55,19,2020-01-31,3
75034,6484,95,136.0,5.55,5.55,2.76,American Home,158,167,55,19,2020-01-31,3
74216,5725,63,32.0,32.59,48.88,48.88,American Home,158,167,55,19,2020-06-20,3
74377,5725,70,22.0,,122.7,122.7,American Home,158,167,55,19,2020-06-20,3
74450,5725,74,46.0,11.89,16.64,16.64,American Home,158,167,55,19,2020-06-20,3
74668,5725,86,42.0,1.86,5.59,,American Home,158,167,55,19,2020-06-20,3
73402,5725,13,38.0,431.42,582.41,563.96,American Home,158,167,55,19,2020-06-20,3
615.46,5725,14,30.0,541.63,677.03,73432,American Home,158,167,55,19,2020-06-20,3
73852,5725,28,20.0,26.87,,33.59,American Home,158,167,55,19,2020-06-20,3
74217,5727,63,,48.88,48.88,32.59,American Home,162,,69,19,2020-06-21,2
74433,5727,73,36.0,12.78,12.78,9.13,American Home,162,,69,19,2020-06-21,2
74707,5727,87,58.0,1.83,5.5,5.5,American Home,162,,69,19,2020-06-21,2
74763,5727,88,74.0,1.88,6.63,6.63,American Home,162,,69,19,2020-06-21,2
74818,5727,89,24.0,2.33,6.55,6.55,American Home,162,,69,19,2020-06-21,2
74967,5727,93,4.0,1.79,4.5,,American Home,162,,69,19,2020-06-21,2
74218,5996,,28.0,32.59,48.88,48.88,Connor Department Store,132,145,55,19,2020-08-05,4
74458,5996,74,18.0,11.89,16.64,16.64,Connor Department Store,132,145,55,19,2020-08-05,4
74760,5996,,,1.88,6.63,6.63,Connor Department Store,132,145,55,19,2020-08-05,4
73259,5996,9,8.0,9.93,13.22,,Connor Department Store,132,145,55,19,2020-08-05,4
73294,5996,10,10.0,11.35,19.29,19.29,Connor Department Store,132,145,55,19,2020-08-05,4
73854,5996,29,18.0,43.22,73.5,73.5,Connor Department Store,132,145,55,19,2020-08-05,4
74219,5928,63,34.0,32.59,48.88,,Edward's Department Store,119,129,59,20,2020-06-10,2
74735,5928,87,98.0,1.83,5.5,5.5,Edward's Department Store,119,129,59,20,2020-06-10,2
73201,5928,7,14.0,48.38,66.77,66.77,Edward's Department Store,119,129,59,20,2020-06-10,2
73857,5928,29,18.0,43.22,73.5,73.5,Edward's Department Store,119,129,59,20,2020-06-10,2
74220,6421,63,48.0,32.59,48.88,48.88,,133,142,64,22,2020-10-10,5
74258,6421,64,42.0,20.8,48,41.61,,133,142,64,22,2020-10-10,5
74221,5733,63,36.0,32.59,48.88,48.88,Edward's Department Store,118,128,56,19,2020-05-20,3
74362,5733,69,20.0,71.25,106.87,106.87,Edward's Department Store,118,128,56,19,2020-05-20,3
74709,5733,87,38.0,1.83,5.5,5.5,Edward's Department Store,118,128,56,19,2020-05-20,3
73433,5733,14,32.0,541.63,677.03,677.03,Edward's Department Store,118,128,56,19,2020-05-20,3
73592,5733,19,22.0,165.72,265.14,265.14,Edward's Department Store,118,128,56,19,2020-05-20,3
74946,5733,93,164.0,1.79,4.5,4.5,Edward's Department Store,118,128,56,19,2020-05-20,3
75014,5733,95,6.0,2.76,5.55,370,Edward's Department Store,118,128,56,19,2020-05-20,3
74222,5272,63,18.0,32.59,48.88,48.88,The Marketplace,76,89,56,19,2020-04-25,2
74404,5272,71,28.0,63.75,95.62,95.62,The Marketplace,76,89,56,19,2020-04-25,2
74683,5272,86,58.0,1.86,5.59,5.59,The Marketplace,76,89,56,19,2020-04-25,2
74757,5272,88,18.0,1.88,6.63,6.63,The Marketplace,76,89,56,19,2020-04-25,2
73507,5272,16,,,2.06,2.06,The Marketplace,76,89,56,19,2020-04-25,2
74223,6298,63,40.0,48.88,32.59,48.88,The Marketplace,,89,55,19,2020-10-07,5
74245,6298,48,64.0,20.8,41.61,41.61,The Marketplace,,89,55,19,2020-10-07,5
73130,6298,3,28.0,17.25,23.8,23.8,The Marketplace,,89,55,19,2020-10-07,5
73550,6298,17,22.0,64.36,90.09,90.09,The Marketplace,,89,55,19,2020-10-07,5
73748,6298,25,16.0,190.6,285.89,285.89,The Marketplace,,89,55,19,2020-10-07,5
74224,5253,63,20.0,,48.88,48.88,Edward's Department Store,115,125,55,19,2020-04-29,5
74240,5253,64,34.0,20.8,,41.61,Edward's Department Store,115,125,55,19,2020-04-29,5
74824,5253,89,96.0,2.33,6.55,6.55,Edward's Department Store,115,125,55,19,2020-04-29,5
75015,5253,95,316.0,2.76,5.55,4.23,Edward's Department Store,115,125,55,19,2020-04-29,5
74225,5250,63,34.0,32.59,48.88,48.88,Connor Department Store,134,143,55,19,2020-03-13,7
74241,5250,64,20.0,20.8,41.61,41.61,Connor Department Store,134,143,55,19,2020-03-13,7
73249,5250,9,10.0,9.93,13.22,13.22,Connor Department Store,134,143,55,19,2020-03-13,7
74226,6487,63,20.0,32.59,48.88,48.88,American Home,,173,55,19,2020-01-22,7
74441,6487,73,34.0,9.13,12.78,12.78,American Home,,173,55,19,2020-01-22,7
74463,6487,74,76.0,11.89,16.64,16.64,American Home,,173,55,19,2020-01-22,7
73897,6487,29,18.0,43.22,73.5,73.5,American Home,,173,55,19,2020-01-22,7
4.5,6487,93,148.0,1.79,4.5,74949,American Home,,173,55,19,2020-01-22,7
74228,6274,63,33.0,48.88,48.88,46,American Home,160,173,54,19,2020-10-17,2
74440,6274,73,22.0,9.13,12.78,12.78,American Home,160,173,54,19,2020-10-17,2
73574,6274,18,28.0,97.87,146.83,146.83,American Home,160,173,54,19,2020-10-17,2
74229,6284,64,50.0,20.8,41.61,41.61,Edward's Department Store,116,130,55,19,2020-10-18,1
73190,6284,7,14.0,48.38,66.77,66.77,Edward's Department Store,116,130,55,19,2020-10-18,1
73916,6284,30,20.0,7.38,14.77,14.77,Edward's Department Store,116,130,55,19,2020-10-18,1
74230,5991,64,48.0,20.8,41.61,41.61,American Home,162,169,56,19,2020-08-16,5
74437,5991,73,18.0,9.13,12.78,12.78,American Home,162,169,56,19,2020-08-16,5
74473,5991,74,44.0,11.89,16.64,16.64,American Home,162,169,56,19,2020-08-16,5
73390,5991,13,30.0,431.42,582.41,582.41,American Home,162,169,56,19,2020-08-16,5
73730,5991,24,32.0,64.05,76.86,76.86,American Home,162,169,56,19,2020-08-16,5
73841,5991,28,28.0,26.87,33.59,33.59,American Home,162,169,56,19,2020-08-16,5
74231,6166,64,50.0,,41.61,41.61,Hartman's,140,150,63,22,2020-07-24,7
74264,6166,65,32.0,40.77,81.55,81.55,Hartman's,140,150,63,22,2020-07-24,7
74740,6166,87,82.0,5.5,5.5,1.83,Hartman's,140,150,63,22,2020-07-24,7
74825,6166,89,80.0,2.33,6.55,6.55,Hartman's,140,150,63,22,2020-07-24,7
73216,6166,8,12.0,88.23,151.77,151.77,Hartman's,140,150,63,22,2020-07-24,7
75025,6166,95,174.0,2.76,5.55,5.55,Hartman's,140,150,63,22,2020-07-24,7
74233,5531,64,48.0,20.8,41.61,41.61,Connor Department Store,132,145,55,19,2020-09-24,7
74331,5531,68,34.0,61.84,47.56,61.84,Connor Department Store,132,145,55,19,2020-09-24,7
74749,5531,88,26.0,1.88,6.63,6.63,Connor Department Store,132,145,55,19,2020-09-24,7
73152,5531,5,16.0,38.4,54.93,54.93,Connor Department Store,132,145,55,19,2020-09-24,7
73501,5531,16,166.0,1.02,,,Connor Department Store,132,145,55,19,2020-09-24,7
73716,5531,24,32.0,64.05,76.86,76.86,Connor Department Store,132,145,55,19,2020-09-24,7
74234,6283,64,76.0,20.8,41.61,41.61,Edward's Department Store,115,125,55,19,2020-10-25,3
74356,6283,69,14.0,71.25,106.87,106.87,Edward's Department Store,115,125,55,19,2020-10-25,3
74235,6450,64,42.0,20.8,41.61,48,American Home,155,166,58,20,2020-10-15,1
73838,6450,28,18.0,,33.59,33.59,American Home,155,166,58,20,2020-10-15,1
74236,5524,64,48.0,41.61,41.61,20.8,American Home,158,167,55,19,2020-10-12,2
74368,5524,70,12.0,122.7,122.7,81.8,American Home,158,167,55,19,2020-10-12,2
74434,5524,73,28.0,9.13,12.78,12.78,American Home,158,167,55,19,2020-10-12,2
74237,6280,64,100.0,20.8,41.61,41.61,Connor Department Store,134,143,56,19,2020-10-16,3
74447,6280,73,24.0,9.13,12.78,12.78,Connor Department Store,134,143,56,19,2020-10-16,3
74238,6214,64,46.0,20.8,41.61,41.61,Hartman's,143,154,58,20,2020-08-11,4
74340,6214,68,18.0,47.56,61.84,61.84,Hartman's,143,154,58,20,2020-08-11,4
74670,6214,86,58.0,1.86,5.59,5.59,Hartman's,143,154,58,20,2020-08-11,4
73221,6214,8,8.0,151.77,88.23,151.77,Hartman's,143,154,58,20,2020-08-11,4
73880,6214,29,22.0,43.22,73.5,73.5,Hartman's,143,154,58,20,2020-08-11,4
74239,6616,64,46.0,20.8,41.61,41.61,Edward's Department Store,116,130,54,19,2020-12-23,7
73256,6616,9,12.0,9.93,13.22,13.22,Edward's Department Store,116,130,54,19,2020-12-23,7
74242,6738,64,46.0,20.8,41.61,41.61,Hartman's,140,150,64,22,2020-12-04,4
75011,6738,95,78.0,2.76,5.55,5.55,Hartman's,140,150,64,22,2020-12-04,4
74243,6272,64,48.0,20.8,41.61,41.61,American Home,161,171,69,19,2020-10-06,7
74244,5612,64,48.0,20.8,41.61,41.61,Hartman's,,153,66,21,2020-10-04,5
74456,5612,74,48.0,,16.64,16.64,Hartman's,,153,66,21,2020-10-04,5
74681,5612,86,58.0,1.86,5.59,5.59,Hartman's,,153,66,21,2020-10-04,5
73538,5612,17,20.0,64.36,90.09,90.09,Hartman's,,153,66,21,2020-10-04,5
74246,6278,64,48.0,20.8,41.61,41.61,Connor Department Store,132,145,56,19,2020-10-23,1
